pergunta;resposta
O que significa o termo 'Norman' em nórdico antigo?;"Northmen ou Norsemen, que significa ""homens do Norte""."
Qual foi a importância política dos normandos na Europa Medieval e Oriente Médio?;Eles desempenharam um importante papel político, militar e cultural.
Quais idiomas os normandos falavam originalmente?;Old Norse.
Qual foi a primeira conquista significativa dos normandos na Inglaterra?;A Conquista Normanda da Inglaterra.
Onde estabeleceram os normandos estados durante sua expansão no sul?;Na Sicília e na península Itálica.
Qual religião foi adotada pelos normandos após a cristianização?;Christianity.
Quem é conhecido por suas pesquisas sobre os normandos?;Lucien Musset.
Qual castelo foi ocupado pelos normandos na Irlanda?;Kells Castle.
Quem é mencionado como tendo origem normanda?;Richard of Salerno e Philbin.
Qual modelo de página wiki os normandos usam em suas páginas da Wiki?;Template:Infobox ethnic group, Template:Norse people, Template:Citation needed entre outros.
