pergunta;resposta
Qual é o principal foco da desigualdade econômica?;A distribuição de renda e riqueza.
Nomeie um índice importante para medir o desenvolvimento humano ajustado pela desigualdade.;Índice de Desenvolvimento Humano Ajustado pela Desigualdade (IHDI).
Qual é o modelo mais utilizado para medir a desigualdade econômica?;Coeficiente de Gini.
Qual movimento nos Estados Unidos luta contra a desigualdade econômica por meio de protestos?;Movimento Occupy Wall Street.
Quem é um economista notável que trabalha com desigualdade econômica, incluindo livros como 'Capital no Século XXI'?;Thomas Piketty.
Como a globalização afeta a desigualdade econômica mundialmente?;Reduziu a desigualdade entre países, mas aumentou dentro dos países.
O que um coeficiente de Gini próximo a 1 indica sobre a distribuição de renda?;Uma maior desigualdade.
Nomeie uma organização que combate a desigualdade econômica por meio de financiamentos.;Fundação Nathan Cummings.
Qual livro de Branko Milanović aborda a desigualdade de renda globalmente?;World Bank Research Observer'.
Qual conceito se refere à distribuição desproporcional de riqueza e renda na sociedade?;Desigualdade de riqueza.
