pergunta;resposta
De acordo com a definição fornecida, o que caracteriza um número primo?;Qualquer número cujo conjunto dos divisores não inversíveis não é vazio, e todos os seus elementos são produtos de números inteiros inversíveis.
Qual o nome dado aos pares de números primos que diferem em duas unidades?;Primos gêmeos
Qual é o nome dado ao produto de todos os números primos q menores ou iguais a p?;primorial de p
Qual é a principal característica de um número primo em relação à sua fatoração?;Possui apenas dois divisores naturais distintos: o número um e ele mesmo.
Qual o nome dado ao maior número primo conhecido da forma p# + 1?;392113# + 1
Quem é Heinrich Scherk conhecido por?;Prime number
O que é o Teorema Fundamental da Aritmética?;Qualquer número natural diferente de 1 pode ser escrito de forma única como um produto de números primos (chamados fatores primos).
O que é um número composto?;Um número inteiro maior que um e não é primo.
Qual o nome dado a um número que possui apenas dois divisores distintos?;Prime number
O que é o maior número primo conhecido da forma p# - 1?;15877# – 1
