pergunta;resposta
Qual foi o principal motivo da Guerra Franco-Indígena?;A competição pelo comércio de peles e a expansão territorial entre os franceses e os povos indígenas.
Qual grupo indígena aliou-se aos franceses durante a guerra?;Os huronos e os algonquinos.
Qual foi o resultado da Guerra Franco-Indígena para os franceses?;A derrota francesa, resultando na perda de Nova França para os britânicos.
Quem foi o líder francês responsável pela fundação de Quebec?;Samuel de Champlain.
Qual foi o papel da troca de peles na Guerra Franco-Indígena?;Foi o principal fator econômico que motivou a competição entre franceses e indígenas.
Qual tratado encerrou oficialmente a Guerra Franco-Indígena?;O Tratado de Paris de 1763.
Como a guerra afetou os povos indígenas?;Muitos grupos perderam terras, autonomia e sofreram deslocamentos forçados.
Qual foi o significado da Batalha de Quebec (1759)?;Foi um ponto de virada que levou à queda de Quebec para os britânicos.
Quais estratégias os franceses utilizaram na guerra?;Formação de alianças com povos indígenas e fortificação de cidades como Quebec.
Como a Guerra Franco-Indígena influenciou a colonização europeia?;Resultou na dominação britânica na América do Norte e na expansão do império colonial.
