pergunta;resposta
Em quais pares a Normanda está localizada?;Portugal e o Iberior
Quando os normandos estavam na Normandia?;Séculos 9 e
De quais países os Nórdicos se originaram?;Dinamarca, Islândia e Noruega
Quem era o líder noroão?;mistura
Em quais séculos os normandos ganharam sua identidade separada pela primeira vez?;9 e
Quem foi o duque na batalha de Hastings?;ilherme, o Conquistador
Quem governou o ducado da Normandia?;Ricardo I
Que religião eram os normandos?;católica
Qual é o significado original da palavra Norman?;"Viking ""."
Quando a versão latina da palabra Norman foi registrada pela primeira vez?;século IX)
