pergunta;resposta
Quando foi fundado o Parlamento Escocês?;No século XIII.
Qual é a composição atual dos deputados do parlamento?;129 membros, compostos por 73 eleitos por distritos e 56 por regiões.
Qual é a área de competência legislativa do Parlamento Escocês?;Pode fazer leis em áreas definidas explicitamente.
Qual foi a última data de eleição para o parlamento?;5 de Maio de 2016.
Onde está localizado o Scottish Parliament Building?;Em Holyrood, Edimburgo.
Como é feita a votação no Parlamento Escocês?;Usa sistema de Additional member system.
Qual foi o principal ato que resultou na fusão do parlamento escocês com Westminster?;Ato de União de 1707.
Quando foi realizado o referendo para a criação do novo parlamento?;Em 1997.
Qual é o partido político mais representado no parlamento atualmente?;O SNP tem posição significativa.
Quem é o atual First Minister do governo escocês?;O cargo não foi mencionado, mas o First Minister responde ao parlamento.
