pergunta;resposta
De acordo com o contexto, qual é a definição fundamental de 'força'?;A capacidade de vencer a inércia de um corpo, modificando-lhe a velocidade.
Qual é uma consequência direta da aplicação da segunda lei de Newton?;A força que age sobre um objeto é igual à derivada temporal do momento linear deste objeto.
O que acontece quando a força aplicada a um objeto flexível?;Pode causar deformação em um objeto flexível.
O que é 'pressão' em relação à força?;A divisão ou distribuição da força sobre a área.
Qual é o efeito da 'arrasto'?;Diminuição da velocidade de um objeto.
O que é 'torque'?;Força que produz mudanças na velocidade de rotação de um objeto.
O que é 'tensão mecânica'?;A força aplicada num corpo fixo.
O que acontece com o estresse mecânico em um fluido?;Determina mudanças em sua pressão e volume.
De acordo com o texto, qual é um hiperônimo de 'Force'?;Royal Irish Constabulary
Qual é um exemplo de 'Force' listado no texto?;Garda Síochána
