pergunta;resposta
Qual o nome alternativo da Amazônia?;Floresta Amazônica
Qual a principal característica da Amazônia em termos de sua área?;É a maior floresta tropical do mundo.
Em qual país a Amazônia ocupa a maior parte de seu território?;Brasil
Qual a importância da Amazônia para a biodiversidade global?;É um dos maiores hotspots de biodiversidade do planeta.
Qual o nome dado à área da Amazônia delimitada para fins de desenvolvimento no Brasil?;Amazônia Legal
Qual a causa da morte de Guillermo Cervantes?;Amazon rainforest
Qual o nome da pessoa que morreu na Amazônia devido a um acidente?;Maria Koepcke
Qual a importância da Amazônia em relação às mudanças climáticas?;Desempenha um papel crucial na regulação do clima global.
Qual o nome nativo da Amazônia?;Selva Amazônica
Qual a extensão aproximada da área coberta pela Amazônia?;7 milhões de quilômetros quadrados
