pergunta;resposta
Quem foi o fundador da dinastia Yuan?;Kublai Khan
Em que ano foi estabelecida a dinastia Yuan?;1271
Qual era a capital da dinastia Yuan?;Dadu (atual Pequim)
Qual evento marcou o fim da dinastia Yuan?;A Revolta dos Saltos Vermelhos em 1368
Qual era a língua oficial da dinastia Yuan?;Mongol
Quem escreveu o poema 'Noite de Verão no Palácio de Xu' durante o reinado da dinastia Yuan?;Xu Wei
Quais eram as religiões predominantes na dinastia Yuan?;Budismo, Taoísmo e Confucionismo
Qual foi o sistema administrativo principal da dinastia Yuan?;Governo central com províncias e distritos
Qual impacto econômico a dinastia Yuan teve na China?;Impulsionou o comércio internacional e a construção de canais de irrigação
Como terminou a dinastia Yuan?;Derrota na Revolta dos Saltos Vermelhos, que estabeleceu a dinastia Ming
