pergunta;resposta
Qual é a população de Jacksonville, segundo o censo de 2020?;Quase 950 mil habitantes
Em que posição Jacksonville está entre as cidades mais populosas dos EUA?;12ª mais populosa
Quando Jacksonville foi fundada?;Em 1791
Em qual rio Jacksonville está localizada?;No rio St. Johns
Qual era o nome original da cidade antes de ser chamada de Jacksonville?;Wacca Pilatka ou Cow Ford
Por que Jacksonville foi nomeada assim?;Em homenagem a Andrew Jackson
Em que ano o Super Bowl XXXIX foi realizado em Jacksonville?;2005
Qual é a densidade populacional de Jacksonville?;490,63 por km²
Quais são os apelidos de Jacksonville?;"Jax"", ""The River City"", ""The Bold New City of the South"
O que foi Fort Caroline em Jacksonville?;A colônia francesa de 1564
