pergunta;resposta
Em qual ano a British Satellite Broadcasting (BSB) foi fundada?;1986
Quando a BSB começou a transmitir serviços de televisão?;25 de março de 1990
Com qual empresa a BSB se fundiu para formar a BSkyB?;Sky Television plc
Qual foi o nome da empresa resultante da fusão entre BSB e Sky Television?;BSkyB
Qual canal de TV pertenceu à BSB?;Galaxy
Qual filme teve a produção realizada pela BSB?;Hardware
Qual é o sucessor da BSB?;Sky UK
Quando ocorreu a fusão que formou a BSkyB?;novembro de 1990
Qual canal de TV pertenceu à BSB e se focava em filmes?;The Movie Channel
Qual filme produzido pela BSB foi baseado no avião Memphis Belle?;Memphis Belle
