pergunta;resposta
Que tipo de economia Victoria possui?;diversificada.
Em que posição o GPS per capita define Victoria?;quarto.
Qual é a capital esportiva da Austrália?;Melbourne.
Qual é o maior estádio da Austrália?;O maior estádio da Austrália é conhecido como...
Onde a influência asiática é mais forte em Victoria?;Bendigo.
Em que lugar os motins da Lambing Flat ocorreram?;Nova Gales do Sul.
Onde aconteceu o tumulto de 1857?;Buckland.
Quantos mineiros morreram no surto de febre tifóide de 1854?;mais de 1.000.
Qual foi a situação dos mineiros nos campos de ouro em Victoria?;"apertadas e insalubres;"
O que define a economia de Victoria como diversificada?;A variedade de setores como agricultura, industrialização e serviços.
