pergunta;resposta
Qual é o nome da empresa que oferece serviços de TV por satélite na Grã-Bretanha?;Sky UK
Em que ano a Sky UK foi fundada?;1989
Quais são os principais serviços oferecidos pela Sky UK?;TV por satélite, banda larga e telefonia móvel
Qual é o nome da empresa que adquiriu a Sky UK em 2011?;Comcast
Quantos milhões de assinantes a Sky UK possuía até 2023?;12 milhões
Qual é o nome do satélite principal utilizado pela Sky UK para transmissões?;Astra 2E
Qual canal da Sky UK é conhecido por transmissões esportivas exclusivas?;Sky Sports
Em que cidade está localizada a sede da Sky UK?;Londres
Qual é o nome da marca de canais de filmes da Sky UK?;Sky Movies
Qual é o nome da parceria entre Sky UK e Virgin Media?;Sky and Virgin Media
