pergunta;resposta
Qual é a extensão do rio Reno?;1.233 km
O que representa o modelo de página wiki Template:Coord?;Coordenadas geográficas
Quais são os países atravessados pelo rio Reno?;Suíça, Alemanha, França e Holanda
Qual é o nome local da foz do Schwarzbach (Ried) no rio Reno?;Schwarzbach (Ried)
O que representa o modelo de página wiki Template:Cite web?;Fonte bibliográfica
Qual rio é a confluência de origem do rio Reno?;Hinterrhein (river)
Qual é o nome do ponto mais baixo do rio Reno?;Neusiedler See
O que representa o modelo de página wiki Template:According to whom?;Fonte citada
Qual rio possui uma confluência localizada no Reno?;Wupper
O que representa o modelo de página wiki Template:Maplink?;Link para mapa
