pergunta;resposta
Em qual cidade está localizada a Universidade Harvard?;Cambridge
Qual é o nome da primeira imagem representativa mencionada para a Harvard University?;John Harvard statue at Harvard University.jpg
Quem foi educado em Harvard University e também é citado como tendo alma mater lá?;Harry H. Wellington
Em qual estado está localizada a Universidade Harvard?;Massachusetts
Qual foi o reitor de Harvard que liderou a universidade durante a Grande Depressão e o início da Segunda Guerra Mundial?;James Bryant Conant
Quem é o primeiro benfeitor mencionado para a Universidade Harvard?;John Harvard
Qual imagem representativa da Universidade Harvard foi mencionada pela segunda vez no contexto fornecido?;Henry Louis Gates 2014 (cropped).jpg
Em qual ano foi eleita a primeira reitora mulher de Harvard University?;2007
Qual é o nome da casa estudantil mencionada que pertence à Universidade Harvard?;Cabot House
Quem foi educado em Harvard University e também possui alma mater lá?;Bruce Kovner
