pergunta;resposta
Quem cunhou o termo 'sistema imunitário'?;Ilya Ilyich Mechnikov
Qual é um dos mecanismos de defesa que os simples organismos unicelulares possuem?;Enzimas que os protegem de infecções por bacteriófagos
Qual tipo de célula é conhecida por sua capacidade de reconhecer e neutralizar agentes patogénicos específicos ao longo do tempo?;Células adaptativas (como células NK)
Qual o nome dado à memória imunológica criada após uma resposta inicial a um agente específico?;Imunidade adquirida
Qual a principal causa da autoimunidade?;Um sistema imunitário hiperativo que ataca tecido normal
Qual a condição que ocorre quando a atividade do sistema imunitário é inferior ao normal?;Imunodeficiência
Qual o objetivo da vacinação?;Criar memória imunológica
Qual a especialização médica que estuda o sistema imunitário?;Reumatologia
Que tipo de célula é conhecida por produzir defensinas?;Eosinófilos
Qual a principal causa da sepsis?;Resposta imunitária descontrolada a uma infecção
