pergunta;resposta
Qual é o número atômico do oxigênio?;8
Quem descobriu o oxigênio independentemente, em 1773?;Carl Wilhelm Scheele
Qual é a porcentagem de dioxigênio na atmosfera terrestre?;20,8%
Quem cunhou o nome oxigênio em 1777?;Antoine Lavoisier
O que é um alótropo do oxigênio e forte absorvente de radiação ultravioleta?;ozono (O3)
Qual foi o elemento responsável pela corrosão nas naves espaciais em órbitas terrestres baixas?;oxigênio atômico
Por que o oxigênio é fundamental para a vida terrestre?;é usado na respiração celular e nas moléculas orgânicas dos organismos vivos
Onde o oxigênio faz parte de compostos óxidos, formando praticamente metade da massa?;crosta terrestre
Qual é a massa atômica do oxigênio em unidades atômicas (u)?;16 u
O que causa a progressão global descendente na proporção de dioxigênio atmosférico?;emissões procedentes da queima de combustíveis fósseis
