pergunta;resposta
Quando começou a crise petrolífera de 1973?;Começou em outubro de 1973
Quem foram os primeiros alvos do embargo petrolífero?;O Canadá, o Japão, a Holanda, o Reino Unido e os Estados Unidos
Qual foi o impacto no preço do petróleo durante a crise?;Subiu de US$ 3 para cerca de US$ 12 por barril
Quando terminou o embargo petrolífero?;Em março de 1974
Qual foi a consequência política da crise do petróleo?;Causou uma crise global na política e economia
Por que os membros da OPAEP impuseram o embargo petrolífero?;Em protesto contra as nações vistas como apoiadoras de Israel durante a Guerra do Yom Kippur
Qual foi um dos efeitos a longo prazo da crise do petróleo?;Aumentou a conscientização sobre a dependência energética global
Quais países se tornaram alvos adicionais do embargo petrolífero?;Portugal, Rodésia e África do Sul
Qual foi o impacto da crise no cenário internacional?;Causou uma 'choque' de petróleo com muitos efeitos na política e economia global
Como a crise do petróleo foi classificada posteriormente?;Foi chamada o 'primeiro choque do petróleo
Qual foi a relação entre a crise do petróleo e a Guerra do Yom Kippur?;A crise petrolífera de 1973 foi um resultado direto da Guerra do Yom Kippur
