pergunta;resposta
Quem eram os huguenotes?;protestantes franceses durante as guerras religiosas na França
Qual foi a data da revogação do Édito de Nantes que levou à perseguição dos huguenotes?;18 de outubro de 1685
Quantos huguenotes deixaram a França após as perseguições sob Luís XIV?;cerca de 300.000
Qual era a confissão religiosa majoritária entre os huguenotes?;calvinista
Os huguenotes eram membros de qual igreja?;Igreja Reformada
Qual era a confissão religiosa majoritária entre os protestantes das regiões da Alsácia, Moselle e Montbéliard?;luterana
O que ocorreu com as comunidades huguenotes após o Édito de Nantes ser revogado?;foram perseguidas e cerca de 300.000 deixaram a França
Qual era a nacionalidade religiosa majoritária entre os protestantes das regiões mencionadas?;alemães luteranos
Como é conhecido o movimento huguenote na Suíça?;centro do movimento calvinista em Genebra
Qual foi a causa principal da emigração de huguenotes da França?;as perseguições religiosas sob Luís XIV e a revogação do Édito de Nantes
