pergunta;resposta
Qual é a principal vantagem da comutação de pacotes em relação à comutação de circuitos?;A otimização do uso da largura de banda da rede
Quem são os principais contribuidores para o conceito de comutação de pacotes mencionados no contexto?;Paul Baran, Donald Davies e W. David Sincoskie
O que é uma das desvantagens da comutação de pacotes em relação à comutação de circuitos?;Introduzir jitter e atrasos vários
Qual modelo de página wiki é usado para Packet switching para citações?;Template:Citation
O que exemplifica o uso da comutação por pacotes sem ligação (datagrama)?;Endereço IP
Qual é um exemplo de protocolo que utiliza a técnica de comutação de pacotes em circuito virtual?;ATM (comutação de células)
Quem atua na disciplina de Packet switching?;Sharla Boehm
Qual é um dos tipos associados à Packet switching no contexto fornecido?;ComputerNetwork103085333
O que é uma das imagens representativas da Packet switching mencionadas?;NSFNET-traffic-visualization-1991.jpg
Qual é a data associada à Packet switching no contexto fornecido?;2009-08-01
