pergunta;resposta
A que área da computação a teoria da complexidade computacional é essencial?;Ciência da Computação
Qual é o objetivo principal da teoria da complexidade computacional?;Classificar algoritmos com base em recursos necessários, como tempo e espaço.
Quais são os dois principais modelos de computação considerados na teoria da complexidade computacional?;Máquina de Turing e modelo de circuitos
Qual classe de problemas é conhecida por ter soluções que podem ser verificadas em tempo polinomial?;NP (Non-deterministic Polynomial time)
Qual é a distinção entre as classes P e NP na teoria da complexidade computacional?;Problemas de classe P têm soluções que podem ser encontradas em tempo polinomial, enquanto problemas de classe NP têm suas soluções verificáveis em tempo polinomial.
Qual é o problema central na teoria da complexidade computacional relacionado às classes P e NP?;Problema P vs NP
Quais são alguns dos problemas conhecidos como NP-completos?;Problemas de satisfatibilidade booleana, problema do caixeiro viajante.
Qual abordagem é comumente usada para aproximar soluções para problemas NP-difíceis?;Abordagens de heurísticas e algoritmos aproximados
O que a teoria da complexidade computacional ajuda a entender sobre o desempenho dos algoritmos?;A influência do tamanho da entrada nos recursos necessários (tempo e espaço).
Quais são alguns campos além da ciência da computação onde a teoria da complexidade computacional é aplicada?;Cibernética, ciências físicas, economia, genética.
