pergunta;resposta
O que é um número primo?;Um número maior que 1 com apenas dois divisores: 1 e ele mesmo.
Qual é o maior número primo conhecido até 2023?;2^82.589.933 - 1, com 24.862.048 dígitos.
Quem provou que existem infinitos primos?;Euclides.
Para que serve o Crivo de Eratóstenes?;Para encontrar primos até um número dado.
Qual a importância da Hipótese de Riemann para os números primos?;Relaciona-se à distribuição dos primos.
O que é um primo de Mersenne?;Primo da forma 2^n - 1.
Qual a diferença entre um número primo e um composto?;Primo tem dois divisores, composto mais de dois.
O que é o Teorema do Número Primo?;Descreve a distribuição dos primos.
Qual o papel dos números primos na criptografia?;Fundamentais em algoritmos como RSA.
Qual é o menor número primo?;2.
