pergunta;resposta
Qual a razão para o embargo petrolífero imposto em 1973?;apoiadoras de Israel durante a Guerra do Yom Kippur
Quais foram os países inicialmente alvo do embargo?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual era o preço do petróleo antes do início do embargo?;US$ 3 por barril
Qual o nome dado à crise petrolífera de 1973?;primeiro choque do petróleo
Quais países foram incluídos no embargo além dos iniciais?;Portugal, Rodésia e África do Sul
Quando foi levantado o embargo petrolífero?;março de 1974
Qual o impacto econômico do embargo?;aumento do preço do petróleo para quase US$ 12 por barril
Qual crise ocorreu após a de 1973?;segundo choque do petróleo em 1979
Qual organização liderou o embargo?;Organização dos Países Exportadores de Petróleo Árabes
Qual evento geopolítico motivou o embargo?;Guerra do Yom Kippur
