pergunta;resposta
Em que rio a cidade de Varsóvia está localizada?;Rio Vístula
Qual o nome do voivodato ao qual Varsóvia pertence?;Masóvia
Em que ano a Segunda Guerra Mundial começou com o ataque a Varsóvia?;1939
Qual a principal atração turística de Varsóvia, localizada no centro histórico?;Coluna de Sigismundo
Qual o nome da organização internacional sediada em Varsóvia?;Frontex
Em que ano a cidade de Varsóvia foi declarada Patrimônio da Humanidade pela UNESCO?;1980
Qual o nome do Pacto firmado em Varsóvia?;Pacto de Varsóvia
Em que ano a cidade de Varsóvia foi reconstruída após a Segunda Guerra Mundial?;Após a Segunda Guerra Mundial
Qual a temperatura média em maio em Varsóvia?;14.8 °C
Em que ano a cidade de Varsóvia foi classificada como a 32ª cidade mais habitável do mundo pela The Economist Intelligence Unit?;2012
