pergunta;resposta
Qual o ano de início da dinastia Yuan?;1271
Quem foi um dos líderes da dinastia Yuan?;Kublai Khan
Qual era a capital da dinastia Yuan?;Khanbaliq
A dinastia Yuan precedeu qual outra dinastia?;Jin dynasty (1115–1234)
Qual evento marcou o fim da dinastia Yuan?;1368-09-14
Qual o nome mongol da dinastia Yuan?;Dai-ön Yeke Mongγol Ulus
Qual a moeda utilizada na dinastia Yuan?;Cash (Chinese coin)
Quem nasceu na dinastia Yuan, sendo princesa de Goryeo?;Princess Gyeguk
Qual o nome alternativo da dinastia Yuan?;Great Yuan
Qual o título de líder associado à dinastia Yuan?;Khagan-Emperor
