pergunta;resposta
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas (IPCC) foi criado?;1988
Quais organizações das Nações Unidas foram responsáveis pela criação do IPCC?;O Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual é o principal objetivo do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas, apontando suas causas, efeitos e riscos para a humanidade e o meio ambiente.
O IPCC produz pesquisa original?;Não
Quantos grandes relatórios o IPCC já produziu desde sua fundação até 2014?;Cinco
Qual prêmio importante o IPCC recebeu em reconhecimento ao seu trabalho?;O Prêmio Nobel da Paz em 2007.
Em qual cidade está localizada a sede do IPCC?;Geneva
Qual é o acrônimo usado para se referir ao Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
Quem era o líder do IPCC até a última atualização disponível no contexto?;Hoesung Lee
Qual é a função desempenhada pelo IPCC em relação às políticas climáticas mundiais?;O IPCC tem sido a principal base para o estabelecimento de políticas climáticas mundiais e nacionais.
