pergunta;resposta
Quem formulou o conceito de desobediência civil?;Henry David Thoreau
Qual figura histórica aplicou a desobediência civil na independência da Índia?;Mahatma Gandhi
O que é desobediência civil segundo o contexto?;Uma forma de protesto político pacífico contra ordens injustas ou governos vistos como opressores
Qual movimento utilizou a desobediência civil para combater a segregação racial?;Movimento pelos direitos civis liderado por Martin Luther King
Qual é o direito da população quando o governo não satisfaz suas exigências?;O direito de desobedecê-lo
Qual evento está associado à desobediência civil em 1998 na Rússia?;Greve dos mineros de 1998
Qual é o propósito da 'Code Rood' segundo os fatos?;Desobediência civil
Qual movimento utilizou a desobediência civil contra a obrigação do hijab?;Protestos iranianos contra o hijab obrigatório
Qual evento está relacionado às protestações sérvias de 2017?;Protestos sérvios de 2017
Qual é o significado da desobediência civil no contexto de protestos?;Ação pacífica contra leis ou governos considerados injustos
