pergunta;resposta
O que é o islamismo político?;Uma ideologia que busca integrar os princípios islâmicos na estrutura política de um Estado.
Quando emergiu o islamismo político como fenômeno moderno?;No século XX, com a influência do Pan-Islamismo e movimentos nacionalistas.
Qual é um objetivo principal do islamismo político?;Estabelecer um Estado baseado na Sharia, ou lei islâmica.
Nomeie um exemplo de partido político islâmico na Indonésia.;Partido Justiça e Desenvolvimento (PKS).
Por que foi fundada a Irmandade Muçulmana?;Para promover a islamização da sociedade egípcia.
Em quais países o islamismo político tem influência significativa?;Países do Oriente Médio, Ásia Central e partes da África.
Como os apoiadores veem o islamismo político?;Como uma solução para os problemas sociais e econômicos.
Quais são algumas metas almejadas através das estruturas estatais?;Impor a Sharia, impor valores islâmicos e islamizar a educação.
Qual questão controversa abordam alguns grupos?;A promoção de governos teocráticos.
Por que críticos argumentam contra o islamismo político?;Alegam que ameaça a separação entre Estado e religião e pode levar a regimes autoritários.
