pergunta;resposta
What is Warsaw's subdivision name?;City county
What was Warsaw's average temperature in May?;14.8°C
Who are some notable people born in Warsaw?;Yehudit Hendel, Zbigniew Brzezinski
Which university is located in Warsaw?;University of Warsaw
What historical event is associated with Warsaw?;The Warsaw Ghetto during WWII.
What was the record high temperature in April in Warsaw?;30.4°C
Which government ministries are based in Warsaw?;Ministry of Finance, Ministry of Public Security
What museums are present in Warsaw?;Museum of John Paul II Collection
What is Warsaw's UTC offset?;+2 hours
What was the temperature range in December?;High of 2.7°C
