pergunta;resposta
O que é um ctenophora?;Um filo de animais marinhos conhecidos como águas-vivas-de-pente ou carambolas-do-mar.
Qual a distribuição natural dos ctenophores?;Cosmopolita, presente nas águas oceânicas e estuarinas.
Como os ctenophora se locomovem?;Utilizam grupos de cílios que formam pentes para nadar.
Qual é o tamanho máximo dos adultos de ctenophores?;1,5 m (4 pés 11 pol) de comprimento.
Os ctenophores são planctónicos ou bentónicos?;Maioritariamente planctónicos, alguns também são bentónicos.
Como os ctenophora se parecem com as medusas?;São superficialmente semelhantes devido à morfologia globosa e presença de mesogleia gelatinosa.
O que caracteriza a bioluminescência dos ctenophores?;Eles são animais bioluminescentes, um aspecto importante da sua identificação.
Qual é o período geológico mais antigo em que os ctenophores aparecem no registro fóssil?;Cambriano.
Quais são as classes de subdivisão dos ctenophores?;*Tentaculata, *Nuda e *Scleroctenophora
Qual foi a primeira descrição científica do filo Ctenophora?;Eschscholtz em 1829.
