pergunta;resposta
Qual é o método mais utilizado para medir a desigualdade econômica?;O Coeficiente de Gini.
O que o Índice de Desenvolvimento Humano Ajustado pela Desigualdade leva em conta?;A desigualdade.
Como a desigualdade econômica afeta a duração do crescimento?;Uma maior desigualdade dificulta a duração do crescimento.
O que a globalização fez com a desigualdade entre países e dentro dos países?;Reduziu a desigualdade global, mas aumentou a desigualdade dentro dos países.
Quais são os conceitos importantes relacionados à igualdade mencionados no contexto?;Equidade, igualdade de resultados e igualdade de oportunidades.
Quem é um pesquisador destacado na área de desigualdade econômica?;Branko Milanović.
Qual imagem representativa está associada à desigualdade econômica no contexto?;GINI index World Bank up to 2018.png.
Quais são os principais tipos de medidas econômicas mencionados?;Riqueza, renda e consumo.
Como a desigualdade econômica é classificada no contexto?;Como uma Abstraction100002137.
O que o modelo de página wiki Template:Anchor indica sobre a desigualdade econômica?;Que é do tipo WikicatGlobalizationIssues.
