pergunta;resposta
Qual é o símbolo químico do oxigênio?;O
Qual é o número atômico do oxigênio?;8
Qual é a porcentagem de oxigênio na atmosfera terrestre?;21%
O que é necessário para a respiração celular?;Oxigênio
Quem descobriu o oxigênio?;Joseph Priestley
Qual é a fórmula molecular do gás oxigênio?;O2
Qual é o ponto de ebulição do oxigênio em graus Celsius?;-183
Como o oxigênio contribui para a combustão?;Atua como agente oxidante
Qual é a configuração eletrônica do oxigênio?;1s² 2s² 2p⁴
Qual é a principal função do oxigênio no corpo humano?;Produzir energia através da respiração celular
