pergunta;resposta
Qual cidade é a capital e maior cidade da Polónia?;Varsóvia
Qual é o nome do rio que limita Varsóvia?;Vístula
Quem nasceu em Varsóvia?;Cymburgis of Masovia
Qual é o nome do monumento localizado em Varsóvia?;Aviator Monument (Warsaw)
Qual é a temperatura mínima registrada em abril em Varsóvia?;4 °C
Qual é o nome da universidade localizada em Varsóvia?;Universidade de Varsóvia
Qual é o nome da ponte localizada em Varsóvia?;Śląsko-Dąbrowski Bridge
Qual é o nome do evento histórico associado a Varsóvia?;Warsaw Airlift
Qual é o nome do evento internacional realizado em Varsóvia?;5th World Festival of Youth and Students
Qual é o nome do local de sepultamento de Józef Weyssenhoff?;Warsaw
