pergunta;resposta
Qual é o apelido da cidade de Jacksonville, Florida?;"Jax"", ""The River City"", The Bold New City of the South"
Em que ano Jacksonville foi fundada?;1791
Qual é a posição de Jacksonville no ranking da população nas cidades dos Estados Unidos?;12ª mais populosa do país
Onde está localizado o Fort Lauderdale Strikers para a temporada de 2015?;Jacksonville, Florida
Qual foi a posição da cidade no Super Bowl realizado em 6 de fevereiro de 2005?;XXXIX
Quem foi o primeiro governador militar do território da Flórida e sétimo presidente dos Estados Unidos, após quem Jacksonville foi nomeada?;Andrew Jackson
Qual é a densidade populacional de Jacksonville em km²?;490.63
Quais são as coordenadas exatas de correspondência para Jacksonville no contexto deste documento?;i84298
Qual é a precipitação média em junho em Jacksonville, medida em polegadas?;7.6
Qual banda tem Jacksonville como cidade de origem?;38 Special
