pergunta;resposta
O que caracteriza um número de Fermat?;É um número da forma 2^(2^n) + 1.
Como se chama o problema não resolvido que diz respeito à distribuição de números primos?;A hipótese de Riemann.
Qual é o significado de uma sequência de números primos gêmeos?;É um par de números primos que diferem em 2.
O que é um número de Mersenne?;É um número da forma 2^n - 1.
Qual é a importância dos números primos no campo da criptografia?;Eles são a base de muitos algoritmos de criptografia, como RSA.
Como se chama a distribuição dos números primos em intervalos cada vez maiores?;Teorema da Distribuição dos Números Primos
O que é um número primo repunit?;É um número composto por apenas dígitos '1'.
Qual é a relação entre um número primo e a função totiente de Euler?;O número de inteiros positivos menores que um primo p e coprimos a ele é igual a p-1.
O que é um número primo seguro?;Um número da forma n = p * q, onde p e q são números primos e n+1 é um número primo.
Qual o nome do método para encontrar números primos dentro de um intervalo específico?;Peneira de Eratóstenes
