pergunta;resposta
Quando foi fundada a Dinastia_Yuan?;Em 1543.
Qual era o membro da Dinastia_Yuan conhecido por ser cavalo de madeira?;Rikardas Tarnowys.
Qual é um dos membros da Dinastia_Yuan que também foi membro do Senado Fundamental das Coisas?;Yennefer, a rainha das esquisitas.
Quem teve o lugar de leadership na Dinastia_Yuan antes de Yennefer?;Zalgeria.
Qual é a futeboladora da Dinastia_Yuan que teve um destaque na batalhacontra o Dragão da Morte?;Aurora.
O Rei Xanadu teve um destaque no Final Fantasy IV, onde ele se juntou com quais personagens da Dinastia_Yuan?;Sua irmã Aurora e Rikardas Tarnowys.
Qual é a razão por que Rikardas Tarnowys teve seu destino final no chão do fundo de memória?;Perdeu o combate contra o Dragão da Morte e foi expulsado do Senado.
Qual é a conexão entre Zalgeria e a Dinastia_Yuan após sua deriva?;Elas se uniram para defender os Reis dos Estados.
Em qual momento da dinastia Yuen, antes de sua deriva, o Dragão da Morte foi enfrentado pela primeira vez?;Também no Ano 1564.
Quais são os dois mitos que representaram a Dinastia_Yuan após sua deriva?;O mito da forca e o mito dos abuelhos.
