pergunta;resposta
Qual é o termo usado para descrever a parte superior rígida do manto?;litosfera
O que causa a formação de rochas metamórficas?;calor e à pressão
Qual é o processo pelo qual as rochas sedimentares são formadas?;acumulação e compactação de sedimentos
O que acontece quando uma rocha ígnea sofre elevada pressão e calor?;transforma-se em rocha metamórfica
Qual é a parte mais externa da Terra, constituída por placas tectônicas?;crosta terrestre
O que descreve o manto convectivo em relação às placas tectônicas?;mecanismo de propulsão para as movimentações das placas
Qual foi a principal descoberta que permitiu entender melhor os processos tectônicos da Terra na década de 1960?;expansão do fundo oceânico
Quais são as principais partes da litosfera?;crosta e a parte superior rígida do manto superior,
O que faz com que o magma se transforme em rocha ígnea?;cristalização
Qual é o termo usado para a parte inferior, mais flexível do manto terrestre?;astenosfera.
