pergunta;resposta
Quando foi fundada Jacksonville?;1822
Qual é a população aproximada de Jacksonville segundo o censo nacional de 2020?;Quase 950 mil habitantes
Qual foi a edição do Super Bowl realizada em Jacksonville em 2005?;XXXIX Super Bowl
Nomeie um músico famoso originário de Jacksonville.;Lynyrd Skynyrd
Qual rio é central para Jacksonville?;Rio St. Johns
Qual time de futebol americano utiliza o EverBank Field como estádio?;Houston Texans
Quem foi o primeiro assentamento europeu permanente em Jacksonville?;Fort Caroline, fundado em 1564
Qual é um shopping center famoso localizado em Jacksonville?;The Avenues
Quais povos habitavam a área de Jacksonville originalmente?;Povo Timucua
Qual é a precipitação média em Jacksonville no mês de junho (em polegadas)?;7.6 polegadas
