pergunta;resposta
Qual a elevação da foz do Reno?;0.0
Qual a fonte do rio Reno?;Hinterrhein (rio)
Quais países são nomeados como subdivisões do Reno?;Áustria, Bélgica, Holanda, Suíça
Quais categorias o Reno pertence no contexto do DBPedia?;Corpo d'água, fronteira, objeto, vale de rifte, coisa, via navegável
Qual o nome gaulês original do rio Reno?;Rēnos
Qual a adaptação proto-germânica do nome Reno?;Rīnaz
Qual o nome francês do rio Reno?;Rhin
Qual a geometria do rio Reno?;POINT(8.6722221374512 46.632499694824)
Qual o tamanho da imagem associada ao Reno?;300
Qual o local de confluência da fonte do Reno?;Graubünden, Suíça
