pergunta;resposta
Qual é a indústria a qual pertencem empresas como Skanska e Samsung Engineering?;Construção
Quais são os três elementos necessários para que uma construção seja realizada com sucesso?;planejamento, projeto e financiamento
O que é essencial para a execução bem-sucedida de um projeto de construção?;planejamento eficaz
Quais são os requisitos que devem ser considerados em projetos de construção?;zoneamento, impacto ambiental, orçamento e logística
Qual é a porcentagem do Produto Interno Bruto (PIB) representada pela indústria da construção?;seis a nove por cento
Quem normalmente supervisiona um trabalho de construção?;gerente de construção, engenheiro de design, engenheiro de construção ou gerente de projeto
Onde ocorre a construção para um cliente específico?;no local do cliente conhecido
Quem usualmente coordena os trabalhos de construção?;um arquiteto ou engenheiro
Os maiores projetos de construção são chamados de?;megaprojetos
Qual é a importância do financiamento em um projeto de construção?;é essencial para a realização do projeto
