pergunta;resposta
Qual foi o principal agente causador da Peste Negra?;A bactéria Yersinia pestis.
Entre quais anos a Peste Negra atingiu o seu pico na Europa?;Entre 1347 e 1351.
Qual a estimativa do número de mortes causadas pela Peste Negra na Eurásia?;Entre 75 e 200 milhões de pessoas.
De onde se acredita que a Peste Negra tenha se originado?;Ásia Central ou Ásia Oriental.
Qual era o principal meio de transporte da Peste Negra para a Europa?;Navios mercantes genoveses, através de ratos e pulgas.
Qual a porcentagem estimada da população europeia que foi morta pela Peste Negra?;Entre 30% a 60%.
Em aproximadamente quantos anos a população europeia se recuperou do nível anterior à Peste Negra?;Cerca de 200 anos.
Qual tipo de peste era o mais comum durante a Peste Negra?;Peste bubónica.
A Peste Negra foi considerada qual tipo de evento na história?;A pandemia mais devastadora registada na história humana.
Qual foi o impacto da Peste Negra na Europa?;Criou convulsões religiosas, sociais e económicas, com efeitos profundos no curso da história.
