pergunta;resposta
Quem cunhou o termo 'sistema imunitário'?;Ilya Ilyich Mechnikov.
Qual o principal objetivo do sistema imunitário?;Proteger o organismo contra doenças.
Além dos vírus, que outros agentes o sistema imunitário precisa detectar?;Parasitas.
Qual o nome do processo pelo qual o sistema imunitário cria memória para combater agentes específicos?;Imunidade adquirida.
Qual a base do processo de vacinação?;Imunidade adquirida.
O que pode levar ao aparecimento de doenças autoimunes?;Transtornos do sistema imunitário.
Qual o resultado de uma atividade inferior ao normal do sistema imunitário?;Imunodeficiência.
Em qual condição o sistema imunitário ataca o próprio tecido normal do corpo?;Autoimunidade.
Qual área científica estuda todos os aspectos do sistema imunitário?;Imunologia.
O sistema imunológico é presente apenas em humanos?;Não, organismos unicelulares e outros eucariotas também possuem sistemas imunológicos.
