pergunta;resposta
Quem formulou o conceito de desobediência civil?;Henry David Thoreau
Qual movimento utilizou a desobediência civil na luta pela independência da Índia?;Mahatma Gandhi
Qual é o hiperônimo da desobediência civil?;Refusal
Qual evento em 2021 no Montenegró utilizou a desobediência civil?;Episcopal enthronement protests
Qual modelo de página wiki é usado para citar livros relacionados à desobediência civil?;Template:Cite book
Qual evento em 2017 na Sérvia utilizou a desobediência civil?;Protestos de 2017
Qual é a categoria principal da desobediência civil no Wikipedia?;Category:Civil disobedience
Qual evento em 2022 no Kazaj斯坦 utilizou a desobediência civil?;Unrest de 2022
Qual imagem está associada à desobediência civil?;Benjamin D. Maxham - Henry David Thoreau - Restored - greyscale - straightened.jpg
Qual movimento utiliza a desobediência civil como método?;Women Disobey
