pergunta;resposta
Qual é o processo principal que forma rochas metamórficas?;Ação de calor e pressão sobre rochas preexistentes.
O que acontece quando rochas são derretidas por processos geológicos?;Formam novo magma.
Qual é o nome da teoria que explica o movimento das placas tectônicas através da convecção no manto?;Tectônica de placas.
"Quem é considerado o ""pai da geologia"" por suas contribuições para o mapeamento geológico?";William Smith.
Qual é o principal componente da litosfera, além da crosta terrestre?;A parte superior rígida do manto.
Qual foi a descoberta que confirmou a expansão do fundo do mar na década de 1960?;Evidências de magnetização simétrica nas dorsais oceânicas.
Que tipo de rocha é formado a partir da deposição e compactação de sedimentos?;Rocha sedimentar.
Qual é o nome do processo que transforma rochas ígneas em rochas metamórficas?;Metamorfismo.
Qual é a camada da Terra diretamente abaixo da litosfera, responsável pela convecção?;Astenosfera.
O que ocorre com as rochas durante o ciclo das rochas quando submetidas a altas temperaturas?;Fundem-se, formando magma que pode gerar rochas ígneas.
