pergunta;resposta
A palavra 'geologia' foi introduzida definitivamente por Horace-Bénédict de Saussure em 1779?;Sim.
O brasileiro pode cursar geologia em um dos 35 cursos presenciais existentes no país?;Sim.
A Lei nº 4.076, de 1962, regulamenta a profissão de geólogo no Brasil?;Sim.
O Journal of South American Earth Sciences é uma revista associada à disciplina de Geologia?;Sim.
Charles Darwin atuou na área de Geologia?;Sim.
A teoria das placas tectônicas envolve a litosfera e o manto superior da Terra?;Sim.
O livro 'Vertebrate Palaeontology' pertence ao gênero literário de Geologia?;Sim.
A profissão de geólogo é fiscalizada pelo CREA no Brasil?;Sim.
O modelo de página wiki 'Template:Div col' é usado na Geologia?;Sim.
A idade da Terra foi determinada pela geologia como cerca de 4,6 bilhões de anos?;Sim.
