pergunta;resposta
Qual era a estimativa da redução populacional mundial durante a Peste Negra?;Entre 30% a 60%
Em que ano a peste negra atingiu o máximo de mortalidade na Europa?;Os anos de 1347 e 1351
Qual era considerada a principal causa da Peste Negra?;A bactéria Yersinia pestis
Em qual região da Europa a peste negra começou sua expansão inicial?;Na península italiana
O que levou à disseminação da peste negra até o resto da Europa após a Crimeia?;Por meio de navios mercantes genoveses, transportando ratos infectados com pulgas parasitas
Qual citação menciona a devastadora perda humana causada pela peste negra em Inglaterra?;A frase 'The seventh year after it began, it came to England and first began in the towns and ports joining on the seacoasts, in Dorsetshire, where, as in other counties, it made the country quite void of inhabitants so that there were almost none left alive....
Qual foi a estimativa da quantidade total de mortes causada pela peste negra?;Entre 200 milhões e 750 milhões
Onde acreditam que o epicentro da peste negra tenha ocorrido originalmente?;Ásia Central ou Ásia Oriental
Qual foi um efeito social mais notável da Peste Negra na Europa?;Uma série de convulsões religiosas, sociais e económicas que teve efeitos profundos no curso da história da Europa
Em qual ano aproximado a população europeia se recuperou parcialmente do impacto da peste negra?;O século XIX
