pergunta;resposta
O que é um número primo?;Um número natural maior que 1 que possui apenas dois divisores positivos distintos: 1 e ele mesmo.
Qual é o menor número primo?;O número 2, que também é o único primo par.
Quantos números primos existem?;Infinitos, conforme demonstrado por Euclides há mais de 2.000 anos.
O que é o Teorema do Número Primo?;Um teorema que descreve a distribuição dos primos, afirmando que a densidade de primos abaixo de um número N se aproxima de 1/ln(N).
O que são primos gêmeos?;Pares de primos cuja diferença é 2, como (3, 5) ou (11, 13).
Quem é Heinrich Scherk conhecido por?;Por contribuições à teoria dos números, especialmente estudos sobre primos.
Qual é o maior número primo conhecido?;O número 2,147,483,647, que é um primo de Mersenne.
Quantos primos existem abaixo de 100?;Existem 25 números primos menores que 100.
O que é o Crivo de Eratóstenes?;Um método antigo para encontrar todos os primos até um número dado, eliminando múltiplos de primos encontrados.
O que Landon Curt Noll é conhecido por?;Por descobrir grandes números primos, incluindo o primeiro primo de Mersenne com mais de um milhão de dígitos.
