pergunta;resposta
O número 2 é um exemplo de qual tipo de número?;um número primo par
Qual dos seguintes números não é primo: 1, 3, 5, 7, 9;1
Considere o exemplo de um número bigo que possa ser descomp composto. Qual número pode ser thiso?;uma soma dos números primos
Quantas fatores primos tem o número 30?;duas
Qual dos seguintes números não é primo: 17, 19, 23, 29;23
Considere o exemplo de um número bigo que possa ser descomp composto. Qual número pode ser thiso?;uma multiplicação dos números primos
Quantos números primos existem entre os números 10 e 20?;four
Qual dos seguintes números não é primo: 3, 5, 7, 9, 11;9
Considere o exemplo de um número bigo que possa ser descomp composto. Qual número pode ser thiso?;uma sequência numérica
Qual dos seguintes números não é primo: 2, 3, 5, 7, 11;2
