pergunta;resposta
Is Academy for Career Initiatives (Brooklyn) a private school?;Yes.
Is Academy for Independent Learning a private school?;Yes.
Is Akanu Irateyi College of Education a private school?;Yes.
Is Allen High School (Westchester County, New York) a private school?;Yes.
Is American International School, Dhaka a private school?;Yes.
Is American Preparatory Academy a private school?;Yes.
Is Anju's Magic Rainbow Montessori School a private school?;Yes.
Is Archimedean High School a private school?;Yes.
Is Asempa International Senior High School a private school?;Yes.
Is Assumption High School (Arkansas) a private school?;Yes.
