pergunta;resposta
Qual é a cidade mais populosa do estado da Flórida?;Jacksonville
Em que condado está localizada Jacksonville?;Condado de Duval
Qual foi o ano de fundação de Jacksonville?;1791
Quem foi a pessoa homenageada com o nome de Jacksonville?;Andrew Jackson
Em que ano Jacksonville foi incorporada?;1832
Qual evento esportivo ocorreu no EverBank Field em 2005?;XXXIX Super Bowl
Qual o apelido de Jacksonville?;The River City
Qual a população de Jacksonville, de acordo com o censo nacional de 2020?;Quase 950 mil habitantes
Em que ano os Estados Unidos ganharam a Flórida da Espanha?;2022
Qual a cidade de origem da banda Lynyrd Skynyrd?;Jacksonville
