pergunta;resposta
Quais são as principais áreas de pesquisa da Universidade de Chicago?;As principais áreas de pesquisa da Universidade de Chicago são as ciências biológicas, humanidades e ciências sociais.
Quem foi o primeiro diretor do Centro Presidencial de Barack Obama?;O primeiro diretor do Centro Presidencial de Barack Obama foi David Axelrod.
Quantos Nobels da Paz receberam professores e ex-alunos da Universidade de Chicago?;A Universidade de Chicago tem 10 laureados com o Prêmio Nobel da Paz entre seus professores e ex-alunos.
Quais são as escolas profissionais oferecidas pela Universidade de Chicago?;A Universidade de Chicago oferece sete escolas profissionais: Booth School of Business, Law School, Divinity School, Pritzker School of Medicine, Harris School of Public Policy Studies, Graham School of Continuing Liberal Studies e School of Social Service Administration.
Em que ano a Universidade de Chicago foi fundada?;A Universidade de Chicago foi fundada em 1890.
Quantos estudantes internacionais a Universidade de Chicago possui?;A Universidade de Chicago tem cerca de 5% dos seus alunos como estudantes internacionais.
Em que ano foi inaugurado o Centro Presidencial de Barack Obama?;O Centro Presidencial de Barack Obama foi inaugurado em 2015.
Quantos títulos nacionais de esportes universitários a Universidade de Chicago possui?;A Universidade de Chicago possui 36 títulos nacionais de esportes universitários.
Em que ano foi estabelecida a primeira reação nuclear auto-sustentável do homem na Universidade de Chicago?;A primeira reação nuclear auto-sustentável do homem foi estabelecida em 1942 na Universidade de Chicago.
Quais são as quatro divisões de pesquisa acadêmica da Universidade de Chicago?;As quatro divisões de pesquisa acadêmica da Universidade de Chicago são Artes e Humanidades, Ciências Naturais, Ciências Sociais e Ensino.
