pergunta;resposta
Qual é o objetivo principal da União Europeia?;promover a paz, seus valores e o bem-estar de seus povos.
Quais são as principais instituições políticas da União Europeia?;instituições políticas, políticas sociais e econômicas.
Quais são as fontes primárias do direito da União Europeia?;Tratados que instituem a União Europeia.
Quais são as fontes secundárias do direito da União Europeia?;regulamentos e diretrizes.
Qual é o efeito do direito da União Europeia sobre as leis dos Estados-Membros?;efeito direto ou indireto.
Quais são os dois órgãos que compõem o legislador da União Europeia?;Parlamento Europeu e pelo Conselho da União Europeia.
Qual é o papel do Tribunal de Justiça da União Europeia?;garantir a aplicação e interpretação do direito da União Europeia.
Qual é o princípio de supremacia do direito da União Europeia?;o direito da União Europeia tem prioridade sobre as leis nacionais.
Como o direito da União Europeia se relaciona com as leis dos Estados-Membros?;ele é uma fonte de direito que pode substituir ou complementar as leis nacionais.
Qual é a relação entre o direito da União Europeia e o direito internacional?;a União Europeia representa uma nova ordem jurídica de direito internacional.
