pergunta;resposta
Qual ideologia se concentra na impperição em E Lisba?;"<http://dbpedia.org/resource/Imperialism>;"
Qual o principal fundo da associação para Nacionalização da reconstructividade?;"<http://dbpedia.org/resource/Imperialism>;"
Quem é o nome do conservatism (1867–1942) imppergo de Canada?;"<http://dbpedia.org/resource/Conservative_Party_of_Canada_(1867–1942)>;"
Em quais anos foi criado o conservatism (1867–1942)?;"<http://dbpedia.org/resource/Conservative_Party_of_Canada_(1867–1942)__Conservative_Party_of_Canada__1>;"
O que motiva o Mykhailo Volobuiev?;"<http://dbpedia.org/resource/Michael_Parenti>;"
Em quais islands e português existem genocides de Homão e Namaqua?;"<http://dbpedia.org/resource/Herero_and_Namaqua_genocide>;"
O queMotiva a Namaquile?;"<http://dbpedia.org/resource/Japanese_war_crimes>;"
Em quais eram os primeiros piares da impperição...;<http://dbpedia.org/resource/Mykhailo_Volobuiev>
O que é o principal fundo da associação para Nacionalização da reconstructividade?;"<http://dbpedia.org/resource/Imperialism>;"
O que é a generação dos piares do impperição...;<http://dbpedia.org/resource/Portuguese_Empire_1921.png>
