pergunta;resposta
Em que ano a British Satellite Broadcasting (BSB) foi fundada?;1986
Qual foi a data em que a BSB começou a transmitir serviços de televisão via satélite?;25 de março de 1990
Com qual empresa a BSB se fundiu em 1990 para formar a British Sky Broadcasting (BSkyB)?;Sky Television
Qual é o nome da empresa sucessora da BSB?;Sky UK
Em qual cidade a BSB estava sediada?;Londres
Quais canais de televisão a BSB possuía?;Galaxy, Now, The Movie Channel e The Power Station
Qual a classificação da BSB conforme as categorias fornecidas?;Companhia de mídia do Reino Unido
Qual foi o destino da BSB após sua fusão em 1990?;Foi incorporada para formar a British Sky Broadcasting (BSkyB)
Quais filmes ou produções estiveram associados à BSB?;Hardware, Heil Honey I'm Home! e Memphis Belle
Qual o idioma principal usado no contexto da BSB?;Inglês
