pergunta;resposta
Qual foi a data de dissolução da dinastia Yuan?;1368-09-14
Qual foi a moeda utilizada durante a dinastia Yuan?;Cash (Chinese coin)
Quem foi o último líder da dinastia Yuan?;Toghon Temür
Qual evento está diretamente associado ao fim da dinastia Yuan?;Red Turban Rebellion
Qual religião não foi praticada durante a dinastia Yuan?;Hinduísmo
Qual é o nome da capital principal da dinastia Yuan?;Khanbaliq
Qual batalha está relacionada à derrota final do exército mongol na dinastia Yuan?;Battle of Yamen
Qual templo foi estabelecido durante a dinastia Yuan em Xiangtan?;Haihui Temple
Qual é o nome do mapa que mostra as províncias da dinastia Yuan?;Yuan Provinces.png
Qual é a era histórica à qual pertence a dinastia Yuan?;Postclassical Era
