pergunta;resposta
Qual é a capital da Polônia?;Varsóvia
Em qual rio fica localizada Varsóvia?;Vístula
Quando o rei Sigismundo III transferiu a corte para Varsóvia?;1569
Qual é o apelido de Varsóvia após sua reconstrução pós-guerra?;Phoenix City
Em que ano Varsóvia foi classificada como a 32ª cidade mais habitável do mundo?;2012
Qual é o nome da maior instituição teatral de Varsóvia?;Teatro Nacional
Quais são os principais setores econômicos de Varsóvia?;Indústrias, educação superior, cultura e serviços
Qual é a temperatura média em maio em Varsóvia?;20°C
Qual é o nome do estádio mais famoso de Varsóvia?;Estádio Nacional
Em que ano ocorreu a revolta do Ghetto de Varsóvia?;1943
