pergunta;resposta
Qual foi o período de pico da Peste Negra na Europa?;entre os anos de 1347 e 1351
Que bactéria é acredita-se ser a causa da Peste Negra?;Yersinia pestis
Quantas pessoas acreditam que tenham morrido na Eurásia devido à Peste Negra?;75 a 200 milhões
Onde acredita-se ter sido a origem da Peste Negra?;Ásia Central ou Ásia Oriental
Qual foi o efeito populacional mais direto da Peste Negra na Europa?;entre 30% a 60% da população europeia morreu
Quando se estima que a população mundial tenha sido reduzida para 350–375 milhões devido à Peste Negra?;século XIV
Qual foi o transporte responsável pela disseminação da peste na Europa?;navios mercantes genoveses
O que transportava as pulgas infectadas com Yersinia pestis nos navios?;ratos
Quantas décadas foram necessárias para a Europa recuperar sua população pré-praga?;200 anos
Em qual século a peste retornou várias vezes como surtos na Europa?;até o início do século XX
