pergunta;resposta
Qual é a densidade populacional de Jacksonville, Flórida?;490,63 por km²
Qual é a temperatura média mínima em maio para Jacksonville?;50,7°F
Qual é a precipitação em junho para Jacksonville?;7,6 polegadas
Quais são os apelidos de Jacksonville?;"Jax"", ""The River City"", ""The Bold New City of the South"
Qual é o ranking populacional de Jacksonville nos Estados Unidos?;12º
Qual é a população da área metropolitana de Jacksonville?;1.733.937
Qual é a temperatura mínima registrada em fevereiro em Jacksonville?;46,1°F
Quais são os modelos usados na página da Wikipedia de Jacksonville?;"Template:Div_col_end"", ""Template:Navboxes"
Qual é a entrada do WordNet correspondente a Jacksonville?;http://globalwordnet.org/ili/i84298
Onde está localizado o Tribunal de Apelações dos Estados Unidos para o 11º Circuito?;Jacksonville
