pergunta;resposta
Qual é o apelido de Jacksonville?;Jax
Qual é outro apelido comum para Jacksonville?;The River City, The Bold New City of the South
Em que número de posição se encontra a população de Jacksonville nos Estados Unidos?;12
Qual é o código postal correspondente para Jacksonville, Flórida?;32099
De que tipo de localização se trata Jacksonville?;Location100027167
Quais são os principais pontos turísticos de Jacksonville?;St. Johns River, The Landing, Friendship Fountain, Main Street Squares, Kings Avenue
Qual é o nome do estádio onde jogam os times de futebol americano e basquete da Florida Gators?;TIAA Bank Field
Em que ano foi fundada a Universidade da Flórida em Jacksonville?;1962
Qual é o número de habitantes estimado para Jacksonville em 2023?;947.033
Quais são as principais indústrias econômicas de Jacksonville?;Logística, finanças, saúde, educação, defesa e tecnologia da informação
