Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi o nome mais comum da pandemia de peste negra?,Black Death,2.16667,5.02467,1.0,0.429,0.5,1.85566,1.0,0.000
Qual foi o período da pandemia de Black Death?,1346 a 1353,1.8,4.61384,1.0,0.200,0.66667,2.50045,1.0,0.000
Qual bactéria causou a Black Death?,Yersinia pestis,1.71429,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
Em que continente a Black Death começou?,Ásia,2.125,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual foi o impacto da Black Death na população europeia?,30 a 60%,3.09091,4.82961,1.0,0.167,1.0,3.01273,1.0,0.000
Qual a principal forma de transmissão da Black Death?,Via pulgas,2.0,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
Qual foi o principal vetor de transmissão da Black Death?,Pulgas,2.0,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Como a Black Death se espalhou pela Europa?,Navios mercantes,2.0,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
Em qual região a Black Death teve seu início?,Central Ásia,2.1,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Qual foi o principal efeito da Black Death na sociedade europeia?,Upheavals religiosas,3.0,5.02467,1.0,0.429,0.5,1.85566,1.0,0.000
