Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi o nome da dinastia que se estabeleceu na China após a dinastia Song?,Dinastia Yuan,2.1875,5.76639,0.93333,0.143,0.5,1.85566,1.0,0.000
Quem foi o fundador da Dinastia Yuan?,Kublai Khan,2.125,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Qual era a origem étnica de Kublai Khan?,Mongol,1.77778,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual foi a principal razão para a ascensão da Dinastia Yuan ao poder?,Conquista militar,2.64286,5.48607,0.92308,0.571,0.5,1.85566,1.0,0.500
Qual foi a capital da Dinastia Yuan?,Dadu (atual Pequim),2.0,4.10211,1.0,0.500,2.0,2.50045,1.0,0.333
Como a Dinastia Yuan se organizou administrativamente?,Em províncias e circuitos,1.625,4.10211,1.0,0.000,1.0,3.01273,1.0,0.000
Qual foi a importância do comércio durante a Dinastia Yuan?,Aumento do comércio entre a China e o mundo,2.18182,4.96484,0.9,0.400,1.55556,4.61384,1.0,0.500
Qual foi o impacto da Dinastia Yuan na cultura chinesa?,Incorporação de elementos da cultura mongol,3.09091,4.82961,1.0,0.167,1.33333,3.79304,1.0,0.250
Qual a importância do sistema de exames imperiais durante a Dinastia Yuan?,Permitir a ascensão social baseada no mérito,1.92308,5.32781,0.91667,0.333,1.14286,4.10211,1.0,0.200
Qual foi o principal fator que contribuiu para o declínio da Dinastia Yuan?,Rebeliões e instabilidade interna,2.0,5.48607,0.92308,0.286,0.75,3.01273,1.0,0.000
