Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
3. Connection-oriented uses virtual circuits, connectionless uses datagrams.,0.625,3.43523,1.0,0.000,1.25,2.50045,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o principal objetivo da comutação de pacotes em redes de computadores?,Optimizar o uso da largura de banda da rede,1.85714,5.48607,0.92308,0.429,1.55556,4.75438,0.88889,0.800
Como a comutação de pacotes otimiza os recursos da rede em comparação com a comutação de circuitos?,Utiliza técnicas de multiplexagem temporal estatística,2.16667,6.25277,0.82353,0.333,1.16667,3.79304,1.0,0.200
Qual é uma diferença-chave entre comutação de pacotes com ligação e sem ligação?,A comutação com ligação estabelece um caminho virtual fixo,1.85714,5.48607,0.92308,0.167,1.22222,4.61384,1.0,0.500
Qual protocolo é um exemplo de comutação de pacotes sem ligação?,IP (Internet Protocol),1.83333,5.1549,0.90909,0.333,2.0,2.50045,1.0,0.000
Qual é uma desvantagem da comutação de pacotes relacionada à transmissão de dados?,Introduz jitter (variação no tempo de chegada dos pacotes) e atrasos variáveis,2.28571,5.48607,0.92308,0.143,2.42857,5.20226,1.0,0.375
Quem é creditado com a cunhagem do termo moderno comutação de pacotes?,Donald Davies,2.69231,5.20226,1.0,0.286,0.5,1.85566,1.0,0.000
O que a comutação de pacotes com ligação garante em relação à entrega de dados?,Garante a entrega dos pacotes em ordem,2.75,5.76639,0.93333,0.167,1.57143,4.10211,1.0,0.250
Como a multiplexagem temporal estatística contribui para o uso eficiente dos recursos na comutação de pacotes?,Permite que múltiplos fluxos de dados compartilhem a mesma largura de banda de forma dinâmica,2.88235,5.78178,1.0,0.333,1.26667,5.89204,0.86667,0.333
Qual é uma vantagem da comutação de pacotes em termos de robustez da rede?,Oferece flexibilidade e robustez,1.93333,5.76263,0.85714,0.286,1.0,3.01273,1.0,0.000
Qual é o paradigma rival da comutação de pacotes em comunicação de dados?,Comutação de circuitos,2.21429,5.48607,0.92308,0.143,0.66667,2.50045,1.0,0.000
