Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
De onde o Reno começa?,Cantão de Graubünden,2.0,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.333
Qual é a maior cidade que o Reno atravessa?,Colônia,2.2,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Quanto tempo dura o Reno?,1.230 km (760 milhas),1.66667,3.43523,1.0,0.333,2.5,3.01273,1.0,0.000
Onde fica o Reno?,Europa,1.4,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Que país o Reno esvazia?,Suíça,2.5,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Qual rio é maior que o Reno?,Danúbio,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Quais são os dois estados alemães nomeados após o Reno?,North Rhine-Westphalia e Rhineland-Palatinate,1.81818,4.82961,1.0,0.200,1.0,3.01273,1.0,0.000
Onde o Reno forma parte da fronteira entre a Suíça e a Alemanha?,Fronteira suíço-alemã,2.71429,5.48607,0.92308,0.429,0.5,1.85566,1.0,0.000
O Reno é um importante rio navegável na Europa?,Sim,2.1,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o significado etimológico do nome 'Reno'?,Deriva do gaulês Rēnos,2.63636,4.37319,1.0,0.400,1.5,3.01273,1.0,0.000
