Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que era a Peste Negra?,Foi uma pandemia de peste bubônica (ou peste negra) que atingiu a Europa,1.57143,3.79304,1.0,0.333,1.2,5.48607,0.92308,0.000
Quando ocorreu a primeira onda da Peste Negra?,A primeira onda da Peste Negra começou em outubro de 1347,2.0,4.37319,1.0,0.200,1.63636,5.02467,1.0,0.286
Qual era a causa principal da propagação da Peste Negra?,A causa principal da propagação da Peste Negra era o contágio pelo bacilo 'Yersinia pestis',2.36364,4.96484,0.9,0.500,2.11765,5.76639,0.93333,0.400
Quais eram os principais sintomas da Peste Negra?,Os principais sintomas da Peste Negra eram febre,2.0,4.37319,1.0,0.000,1.875,4.37319,1.0,0.167
Quantas pessoas morreram durante a Peste Negra?,Estima-se que cerca de 75 a 200 milhões de pessoas tenham morrido devido à Peste Negra,1.75,4.10211,1.0,0.000,1.875,5.89142,0.9375,0.000
Quais medidas foram tomadas para tentar controlar a Peste Negra?,Medidas como isolamento,1.81818,4.82961,1.0,0.286,0.66667,2.50045,1.0,0.000
Qual foi o impacto econômico da Peste Negra na Europa?,A Peste Negra teve um impacto econômico significativo,3.09091,4.82961,1.0,0.167,1.25,4.37319,1.0,0.167
Como a Peste Negra afetou as relações sociais na Europa?,A Peste Negra alterou as relações sociais na Europa,2.27273,4.82961,1.0,0.000,1.22222,4.61384,1.0,0.000
Quais foram os principais fatores que contribuíram para a disseminação da Peste Negra?,Os principais fatores que contribuíram para a disseminação da Peste Negra foram o comércio,2.0,5.36491,1.0,0.000,1.85714,5.51466,1.0,0.125
Qual foi o papel dos gatos na redução da propagação da Peste Negra?,Os gatos ajudaram a reduzir a população de ratos,3.14286,5.48607,0.92308,0.143,1.0,4.75438,0.88889,0.400
